(FileInfo(path=PosixPath('/Users/canadytw/Documents/GeraldCottrill-Conversation.pdf'), size=43556, hash='42913decc0c427e31860fcb2d52add615f894f899e775cf924a8cc41984e4455', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/GeraldCottrill-Conversation.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Updated_Watch_Collection_Catalog.docx'), size=37446, hash='2b737d0fc1ca9657ad4f4a4dd191028391a901834c8413dacac78c383a89c7f1', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Updated_Watch_Collection_Catalog.docx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/January Posting Journal.PDF'), size=50838, hash='16c4aabe75f355fea1d89213b066129e937566433b37158ba4dca4130f0fa7c7', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/January Posting Journal.PDF'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/alex-arvaneh.pdf'), size=125111, hash='1e87cb0888954662ad61c219c9c25b62aeb17abf4ea63b33f0970fe75f4b6bec', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/alex-arvaneh.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/bmv3774.pdf'), size=30832, hash='b74f6308f85d743d54552e980cec54a3f8d4d6b9a83e24dbd0d9470d703bb0ab', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/bmv3774.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/text.txt'), size=67, hash='dc939222752e31567aece53dba6bb632399b11e4e7af871012db240f9c1ac8ca', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/text.txt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/datafile(2).csv'), size=8557, hash='42e7a8c6dd6229b0efd97fce78301451cc42b35889bc7f3c42eacb8f5defad0a', type='spreadsheet', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/spreadsheet/datafile(2).csv'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/unclass-certificates_pkcs7_DoD.zip'), size=50467, hash='a6379d872dd573eea80f5326ebdbcdad46cc5ef92662d5e9e47e00bf02ee799b', type='archive', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/archive/unclass-certificates_pkcs7_DoD.zip'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/CIS1350.zip'), size=22664408, hash='87542bf5b2b75b2065d8226528c635cb95338894823d2c3f8e8d91f57c8382c0', type='archive', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/archive/CIS1350.zip'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/tictac.cl'), size=4509, hash='e0e3ba03c0739cd87a74981847f752eb83b6b2629372ff9c2c096fc25d3501a9', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/tictac.cl'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/ajPg50q_460sv.mp4'), size=1302103, hash='b7232b11f971abf706371b60be8433991b4bd4b4ddf6bc4a579d7f3009f54f96', type='video', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/video/ajPg50q_460sv.mp4'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/nmapmachinelist.txt'), size=30, hash='a0d47e7d024e9a7488f098f537efe81aaee0f9358c06e656ab1350382d702dcc', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/nmapmachinelist.txt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/AFRL-RY SOP for Platform One Enterprise Chat.pdf'), size=54302, hash='6c62054ae59ad47041cde34c41af31bc331156c5cc87a804d6eb5fbc9df5e76a', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/AFRL-RY SOP for Platform One Enterprise Chat.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/ohgo_observed.csv'), size=906, hash='dd59bbd82cd498319e1142ecc7ef56e5263f51796b9e9ffbe5b6baab9e575417', type='spreadsheet', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/spreadsheet/ohgo_observed.csv'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Bronwyn-BirthCert.pdf'), size=630881, hash='80caa4bc88d1e889a7b455497fed6d9fda29b47fe7c827066db62892366d229d', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Bronwyn-BirthCert.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Thank you for ordering with Other World Computing.pdf'), size=70777, hash='5ab7b14665b9d098c81e2a12913ab6a6d3c44c3affe168b74967ad5aa4838153', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Thank you for ordering with Other World Computing.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/ClientList.csv'), size=2297, hash='5be447b6dc3cf93d54ddae847b3708f234a756a28865102851c27e588694b07e', type='spreadsheet', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/spreadsheet/ClientList.csv'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/MIT_ITS_M1U1_StaticInfographic-01.png.pdf'), size=687100, hash='33612b5517f62660ed7cdaabcf645a2b96ab75d98ce5313eb1fd445d931fe8c7', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/MIT_ITS_M1U1_StaticInfographic-01.png.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/ChatGPT_for_Data_Science_Cheat_Sheet_KDnuggets.pdf'), size=50996, hash='339669c5f5f6cf0f76dfe0bd1f8b7ffb48e2d9c65f86f1deea0cfcce9f835977', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/ChatGPT_for_Data_Science_Cheat_Sheet_KDnuggets.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/computational-science-engineering-research-education.pdf'), size=6678145, hash='c42744e172b9afca74fcb0a428155926037cf0bdd82dbb72b0cc679ec06741c4', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/computational-science-engineering-research-education.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/history8.txt'), size=22338, hash='4c77d7cdc273713555af242efaa0278d157b7412f2f4ffef93dbcdfd84a4b1c8', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/history8.txt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/NCFD-Firehouse.jpg'), size=31746, hash='5cd821ef4f8ed9043609e673521e23d1e6e2c2e8ce652bd84c528fae17ee6a4e', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/NCFD-Firehouse.jpg'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/genre.txt'), size=122, hash='deaec9a93510d4fcdef0812567ee53af787dd18cb09bb0b370bc2976fafdb06d', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/genre.txt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Parkside Resort Arrival Information and Rental Agreement-.pdf'), size=260363, hash='1fdcdd853d0be788169785c770b378ba1b01556c029b988a0bd70f7d59697996', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Parkside Resort Arrival Information and Rental Agreement-.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/cookies.sqlite-shm'), size=32768, hash='04250ab2b5555643c1a89268d01b4e32e51070d0f8d61f8ebdab31d3af09dd8f', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/cookies.sqlite-shm'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/history9.txt'), size=30429, hash='c690f73724d36442e3504b0ffb2588b34f67f5fbd307b38f5b8f5641bdadd187', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/history9.txt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Roselyn-Immigration-Cayce.docx'), size=0, hash='e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Roselyn-Immigration-Cayce.docx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/SiriusXM-Radio-Stations.pdf'), size=23546174, hash='c47589dbc43d91ed3369d788c7651561a7f282ad0483d06b6f5e025b7b2ebad0', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/SiriusXM-Radio-Stations.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/system_profiler.txt'), size=3441263, hash='5b5f78d9d6d76fe4df71a5c61931c24125fa652b02704af2c3d7f2d8d5191743', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/system_profiler.txt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/womenmarineresources.pdf'), size=103271, hash='d575f8b52793b90c30dc02c6896a1e0525c1f97cd71791ffcf73ca7952d3c1c7', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/womenmarineresources.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/copy-files-travelmusic.sh'), size=2005, hash='a6b5b0d913017e1fcd498b43cc1d7026daf1b96566073668a85fe995e60013e5', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/copy-files-travelmusic.sh'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/LiamCantrell-OWLSLicense.pdf'), size=309605, hash='1e8b8266af503d0f35136c515ddfd901dfd97b74ee3a72a4bf16544718a91472', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/LiamCantrell-OWLSLicense.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/cookies.sqlite-wal'), size=20992, hash='4844ef864e37d91cabb6646b81ba1b910ae9cab89240fce0e3de3c92e01c3214', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/cookies.sqlite-wal'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/cert8.db'), size=212992, hash='2d3dab664bc0d8b9d677bb961c12b4e5bb53965fa214bec6a5cf47582b76e6f8', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/cert8.db'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/GMT20240116-235858_Recording_1920x1016.mp4'), size=131348735, hash='METADATA_ONLY', type='video', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/video/GMT20240116-235858_Recording_1920x1016.mp4'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/Roselyn_Immigration_Cayce.pdf'), size=59991, hash='10bd1822c47d112b43c108d1153c5aa192a857b99211ce4ca3ce7981f432014d', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Roselyn_Immigration_Cayce.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/2024Dec-Covid copy.pdf'), size=898857, hash='cdca3fff312635ed9f5e226f0a0d0b4bc3ffa247fb43ecdef397feedc14e56df', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/2024Dec-Covid copy.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/Roselyn_Immigration_Cayce.docx'), size=0, hash='e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Roselyn_Immigration_Cayce.docx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/Your Receipt for Twist Bakery and Cafe -2.pdf'), size=120571, hash='0393c385bdc499ab4961e8443d3a460a80158636bb7575f2435730eab8ed1894', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Your Receipt for Twist Bakery and Cafe -2.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/AutoInsuranceIdCards.pdf'), size=95137, hash='f89c3b888dee2ee672d357664b7016faf55b449650954233a79604275ee2cd53', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/AutoInsuranceIdCards.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/System_architecting_and_design_space_characterization.txt'), size=84072, hash='e4a40c8801511a324e0c42b20cc70c37f90a93a4f5842c62fc84c478f0a93c88', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/System_architecting_and_design_space_characterization.txt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/Personal Threat Assessment - Template.docx'), size=13503, hash='6f9a1f06f6f2c5979a0bd595ea9831c411659465a4dcb823f9e5ca5bb643e68c', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Personal Threat Assessment - Template.docx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/chapter5.txt'), size=25050, hash='ad2f52ec242c8f40e8f7b508f066e5924ecbf932bc61f1c5b32664a7ff5977a5', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/chapter5.txt'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/Roselyn_Immigration_Tim.pdf'), size=60831, hash='6f6c66d4b68069ef6df2464fea31682ce63db92530d5c4503ac10c3d9e113901', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Roselyn_Immigration_Tim.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/Columbus Zoo-Reciept.pdf'), size=327466, hash='49ff424da0e5ae1079d27a8bdfe80b8de3e5f28c454d66d45e95d354816af375', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Columbus Zoo-Reciept.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/AUCTIONS TRANSACTIONS Download auction_site_expenditures.csv'), size=1093, hash='1897d9809509b9443b603fea934df922fafb777153dffdad271b9b96d9a1e4e7', type='spreadsheet', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/spreadsheet/AUCTIONS TRANSACTIONS Download auction_site_expenditures.csv'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/Waiver-of-Rights-Form-Final.pdf'), size=127934, hash='bb00d562be4124bd8c41907ce88e88da4ff1d54494404224d260cc6c03b28735', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Waiver-of-Rights-Form-Final.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/JUNE CHECKING ******9524 STATEMENT .pdf'), size=220462, hash='b62f8ea96089e98a1c8f7b10e1b606f1988a9211cce621782f2317b8da2917bf', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/JUNE CHECKING ******9524 STATEMENT .pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/BirthCertificate.pdf'), size=175973, hash='55c0038a57a791273e27542a9673edb682f532cb902944d0446db5dbc069d30f', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/BirthCertificate.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/schedule_a-2021-12-13T16_54_20.csv'), size=245104, hash='e0eb263a9f95cc8cce82d00ec44488fb0adeaf05b6790786b89204a5088f3840', type='spreadsheet', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/spreadsheet/schedule_a-2021-12-13T16_54_20.csv'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/test-results.pdf'), size=42232, hash='e25a0c4fd98e52d4b1896c0bedba58eb17323360430cb3f7ca1e71fa4e874b12', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/test-results.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/2024Dec-Covid.pdf'), size=898338, hash='8d10a8b4f76962d6ed397f19795ab260e4c45e7bf4d7b946c3af018a174a9f18', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/2024Dec-Covid.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/CM_ECF LIVE - U.S. District Court_OHSD.pdf'), size=274998, hash='3909ab24d8d0324df4855c55b0bd29f25acf331c772f276fff609432b0bf8572', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/CM_ECF LIVE - U.S. District Court_OHSD.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/Columbus Zoo.pdf'), size=1170685, hash='d98b3e1efd95d54dc19142aac0e7f6ee5a15add4ecfa2c0133ede0c4f529cf79', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Columbus Zoo.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/Personal Threat Assessment - Complete.docx'), size=14903, hash='a443b64d6a655da6dbd3279e20b9865d35b7f48c0a26e2357f4ccc4f835f6270', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/Personal Threat Assessment - Complete.docx'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Personal/MAY AMERICAN EXPRESS 374355*****1778  MAY 2025 STATEMENT.pdf'), size=53113, hash='4c37c3e46f176fcb3fe4ff483e91084c2a7ad2551770428e416952a8ad910bfd', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/MAY AMERICAN EXPRESS 374355*****1778  MAY 2025 STATEMENT.pdf'))
